ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
3522	Bunoge	TOMORROW	ʔógà	ʔ o ⁵ ɡ a ¹	3162	ʔ o ⁵ ɡ a ¹	1 7 8 1 7 8	AXTBYT	HU6KA6	4	4.H.C 4.U.V 4.6.T 4.K.C 4.A.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3523	Tiranige_Diga	TOMORROW	á:gá	aː ⁵ ɡ a ⁵	3162	?- aː ⁵ ɡ a ⁵	7 8 1 7 8	XTBYT	A6KA6	17	17.A.V 17.6.T 17.K.C 17.A.V 17.6.T	3.0 1.0 1.3 3.0 1.0	0
3524	Mombo	TOMORROW	ɔ́gɔ̀	ɔ ⁵ ɡ ɔ ¹	3162	?- ɔ ⁵ ɡ ɔ ¹	7 8 1 7 8	XTBYT	U6KU6	10	10.U.V 10.6.T 10.K.C 10.U.V 10.6.T	3.0 1.0 1.3 3.0 1.0	0
3525	Penange	TOMORROW	ògà	o ¹ ɡ a ¹	3162	?- o ¹ ɡ a ¹	7 8 1 7 8	XTBYT	U6KA6	13	13.U.V 13.6.T 13.K.C 13.A.V 13.6.T	3.0 1.0 1.3 3.0 1.0	0
3526	Bankan_Tey	TOMORROW	ɛ́yⁿ	ɛ ⁵ j ∼	7621	ɛ ⁵ j ∼	7 8 6 4	XTLN	E6J9	2	2.E.V 2.6.T 2.J.c 2.9.c	3.0 1.0 1.1 0.5	0
3527	Nanga	TOMORROW	ɛ́:ŋí	ɛː ⁵ ŋ i ⁵	7640	ɛː ⁵ ŋ i ⁵	7 8 4 7 8	XTBYT	E6NI6	12	12.E.V 12.6.T 12.N.C 12.I.V 12.6.T	3.0 1.0 1.3 3.0 1.0	0
3528	Tebul_Ure	TOMORROW	ɛ́yⁿ	ɛ ⁵ j ∼	7621	ɛ ⁵ j ∼	7 8 6 4	XTLN	E6J9	16	16.E.V 16.6.T 16.J.c 16.9.c	3.0 1.0 1.1 0.5	0
3529	Togo_Kan	TOMORROW	yògó	j o ¹ ɡ o ⁵	3162	j o ¹ ɡ o ⁵	6 7 8 1 7 8	AXTBYT	JU6KU6	18	18.J.C 18.U.V 18.6.T 18.K.C 18.U.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3530	Tommo_So	TOMORROW	yògó	j o ¹ ɡ o ⁵	3162	j o ¹ ɡ o ⁵	6 7 8 1 7 8	AXTBYT	JU6KU6	19	19.J.C 19.U.V 19.6.T 19.K.C 19.U.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3531	Yorno_So	TOMORROW	yògó	j o ¹ ɡ o ⁵	3162	j o ¹ ɡ o ⁵	6 7 8 1 7 8	AXTBYT	JU6KU6	23	23.J.C 23.U.V 23.6.T 23.K.C 23.U.V 23.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3532	Bangime	TOMORROW	bòrò	b o ¹ r o ¹	7620	b o ¹ r o ¹	1 7 8 5 7 8	AXTBYT	PU6RU6	1	1.P.C 1.U.V 1.6.T 1.R.C 1.U.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3533	Jamsay	TOMORROW	yògó	j o ¹ ɡ o ⁵	3162	j o ¹ ɡ o ⁵	6 7 8 1 7 8	AXTBYT	JU6KU6	9	9.J.C 9.U.V 9.6.T 9.K.C 9.U.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3534	Toro_Tegu	TONGUE	lèlá	l e ¹ l a ⁵	7673	l e ¹ l a ⁵	5 7 8 5 7 8	AXTBYT	LE6LA6	21	21.L.C 21.E.V 21.6.T 21.L.C 21.A.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3535	Ben_Tey	TONGUE	lɛ̀mdɛ̂:	l ɛ ¹ m d ɛː ⁵¹	7673	l ɛ ¹ m d ɛː ⁵¹ ( - - - - )	5 7 8 4 1 7 8	AXTMBYT	LE6MTE3	3	3.L.C 3.E.V 3.6.T 3.M.c 3.T.C 3.E.V 3.3.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3536	Bankan_Tey	TONGUE	lɛ̀mbìrɛ̂	l ɛ ¹ m b i ¹ r ɛ ¹⁵	7673	l ɛ ¹ m b i ¹ ( + r ɛ ¹⁵ )	5 7 8 4 1 7 8 5 7 8	AXTMBYTBYT	LE6MPI6RE2	2	2.L.C 2.E.V 2.6.T 2.M.c 2.P.C 2.I.V 2.6.T 2.R.C 2.E.V 2.2.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0
3537	Nanga	TONGUE	nɛ́ndɛ̀	n ɛ ⁵ n d ɛ ¹	3182	n ɛ ⁵ n d ɛ ¹	4 7 8 4 1 7 8	AXTMBYT	NE6NTE6	12	12.N.C 12.E.V 12.6.T 12.N.c 12.T.C 12.E.V 12.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3538	Perge_Tegu	TONGUE	lɛ̀lɛ́	l ɛ ¹ l ɛ ⁵	7673	l ɛ ¹ l ɛ ⁵	5 7 8 5 7 8	AXTBYT	LE6LE6	14	14.L.C 14.E.V 14.6.T 14.L.C 14.E.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3539	Togo_Kan	TONGUE	nɛ́nɛ́	n ɛ ⁵ n ɛ ⁵	3182	n ɛ ⁵ n ɛ ⁵	4 7 8 4 7 8	AXTBYT	NE6NE6	18	18.N.C 18.E.V 18.6.T 18.N.C 18.E.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3540	Yorno_So	TONGUE	nɛ́nɛ́	n ɛ ⁵ n ɛ ⁵	3182	n ɛ ⁵ n ɛ ⁵	4 7 8 4 7 8	AXTBYT	NE6NE6	23	23.N.C 23.E.V 23.6.T 23.N.C 23.E.V 23.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3541	Tommo_So	TONGUE	nííndɛ́	n iː ⁵ n d ɛ ⁵	3182	n iː ⁵ n d ɛ ⁵	4 7 8 4 1 7 8	AXTMBYT	NI6NTE6	19	19.N.C 19.I.V 19.6.T 19.N.c 19.T.C 19.E.V 19.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3542	Dogul_Dom	TONGUE	nɛ̀ndá:	n ɛ ¹ n d aː ⁵	3182	n ɛ ¹ n d aː ⁵	4 7 8 4 1 7 8	AXTMBYT	NE6NTA6	5	5.N.C 5.E.V 5.6.T 5.N.c 5.T.C 5.A.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3543	Tebul_Ure	TONGUE	nɛ́ndɛ́	n ɛ ⁵ n d ɛ ⁵	3182	n ɛ ⁵ n d ɛ ⁵	4 7 8 4 1 7 8	AXTMBYT	NE6NTE6	16	16.N.C 16.E.V 16.6.T 16.N.c 16.T.C 16.E.V 16.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3544	Yanda_Dom	TONGUE	nɛ̀mdà	n ɛ ¹ m d a ¹	3182	n ɛ ¹ m d a ¹	4 7 8 4 1 7 8	AXTMBYT	NE6MTA6	22	22.N.C 22.E.V 22.6.T 22.M.c 22.T.C 22.A.V 22.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3545	Najamba	TONGUE	nɛ̌ndɔ̀:	n ɛ ¹⁵ n d ɔː ¹	3182	n ɛ ¹⁵ n d ɔː ¹	4 7 8 4 1 7 8	AXTMBYT	NE2NTU6	11	11.N.C 11.E.V 11.2.T 11.N.c 11.T.C 11.U.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3546	Bunoge	TONGUE	dɛ̀ndɛ̀-bè	d ɛ ¹ n d ɛ ¹ + b e ¹	7673	d ɛ ¹ n d ɛ ¹ ( + b e ¹ )	1 7 8 4 1 7 8 9 1 7 8	AXTMBYT_AXT	TE6NTE6_PE6	4	4.T.C 4.E.V 4.6.T 4.N.c 4.T.C 4.E.V 4.6.T 4._._ 4.P.C 4.E.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
3547	Donno_So	TONGUE	nɛ́:ndɛ̀	n ɛː ⁵ n d ɛ ¹	3182	n ɛː ⁵ n d ɛ ¹	4 7 8 4 1 7 8	AXTMBYT	NE6NTE6	6	6.N.C 6.E.V 6.6.T 6.N.c 6.T.C 6.E.V 6.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3548	Tomo_Kan	TONGUE	lɛ̀rdɛ̀ⁿ	l ɛ ¹ r d ɛ̃ ∼ ¹	7673	l ɛ ¹ r d ɛ̃ ¹ ( - ∼ - - )	5 7 8 5 1 7 4 8	AXTMBYLT	LE6RTE96	20	20.L.C 20.E.V 20.6.T 20.R.c 20.T.C 20.E.V 20.9.c 20.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.1 1.0	0
3549	Mombo	TONGUE	nè:ndé	n eː ¹ n d e ⁵	3182	n eː ¹ n d e ⁵	4 7 8 4 1 7 8	AXTMBYT	NE6NTE6	10	10.N.C 10.E.V 10.6.T 10.N.c 10.T.C 10.E.V 10.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3550	Penange	TONGUE	nɛ̀mdɛ̀	n ɛ ¹ m d ɛ ¹	3182	n ɛ ¹ m d ɛ ¹	4 7 8 4 1 7 8	AXTMBYT	NE6MTE6	13	13.N.C 13.E.V 13.6.T 13.M.c 13.T.C 13.E.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3551	Bangime	TONGUE	nɔ̄-n̄-ʤɛ̀	n ɔ ³ + n ³ + dʒ ɛ ¹	7661	n ɔ ³ ( + ) n ³ ( + ) dʒ ɛ ¹	4 7 8 9 4 8 9 1 7 8	AXT_AT_AXT	NU6_N6_TE6	1	1.N.C 1.U.V 1.6.T 1._._ 1.N.C 1.6.T 1._._ 1.T.C 1.E.V 1.6.T	1.6 3.0 1.0 0.0 1.6 1.0 0.0 1.6 3.0 1.0	0
3552	Tiranige_Diga	TONGUE	nɛ́:ndɛ̀	n ɛː ⁵ n d ɛ ¹	3182	n ɛː ⁵ n d ɛ ¹	4 7 8 4 1 7 8	AXTMBYT	NE6NTE6	17	17.N.C 17.E.V 17.6.T 17.N.c 17.T.C 17.E.V 17.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3553	Jamsay	TONGUE	nɛ̀nɛ́	n ɛ ¹ n ɛ ⁵	3182	n ɛ ¹ n ɛ ⁵	4 7 8 4 7 8	AXTBYT	NE6NE6	9	9.N.C 9.E.V 9.6.T 9.N.C 9.E.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3554	Toro_Tegu	TOOTH	jìrⁿó	dʒ i ¹ r̃ ∼ o ⁵	7681	dʒ i ¹ r̃ ∼ o ⁵	1 7 8 5 4 7 8	AXTMBYT	TI6R9U6	21	21.T.C 21.I.V 21.6.T 21.R.c 21.9.C 21.U.V 21.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3555	Ben_Tey	TOOTH	ìrⁿú	i ¹ r̃ ∼ u ⁵	7681	?- i ¹ r̃ ∼ u ⁵	7 8 5 4 7 8	XTMBYT	I6R9Y6	3	3.I.V 3.6.T 3.R.c 3.9.C 3.Y.V 3.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0
3556	Bankan_Tey	TOOTH	ŋìrⁿɛ́	ŋ i ¹ r̃ ∼ ɛ ⁵	7681	ŋ i ¹ r̃ ∼ ɛ ⁵	4 7 8 5 4 7 8	AXTMBYT	NI6R9E6	2	2.N.C 2.I.V 2.6.T 2.R.c 2.9.C 2.E.V 2.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3557	Nanga	TOOTH	ǹnɛ́	n ¹ n ɛ ⁵	7681	n ¹ n ɛ ⁵	4 8 4 7 8	ATBYT	N6NE6	12	12.N.C 12.6.T 12.N.C 12.E.V 12.6.T	1.6 1.0 1.3 3.0 1.0	0
3558	Perge_Tegu	TOOTH	ìrⁿé	i ¹ r̃ ∼ e ⁵	7681	?- i ¹ r̃ ∼ e ⁵	7 8 5 4 7 8	XTMBYT	I6R9E6	14	14.I.V 14.6.T 14.R.c 14.9.C 14.E.V 14.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0
3559	Jamsay	TOOTH	èrⁿé	e ¹ r̃ ∼ e ⁵	7681	?- e ¹ r̃ ∼ e ⁵	7 8 5 4 7 8	XTMBYT	E6R9E6	9	9.E.V 9.6.T 9.R.c 9.9.C 9.E.V 9.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0
3560	Togo_Kan	TOOTH	ìrⁿí	i ¹ r̃ ∼ i ⁵	7681	?- i ¹ r̃ ∼ i ⁵	7 8 5 4 7 8	XTMBYT	I6R9I6	18	18.I.V 18.6.T 18.R.c 18.9.C 18.I.V 18.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0
3561	Yorno_So	TOOTH	ɛ̌n	ɛ ¹⁵ n	7694	ɛ ¹⁵ n	7 8 4	XTN	E2N	23	23.E.V 23.2.T 23.N.c	3.0 1.0 0.5	0
3562	Tommo_So	TOOTH	ìnú	i ¹ n u ⁵	7681	( - ) i ¹ n u ⁵ ( - - - - - )	7 8 4 7 8	XTBYT	I6NY6	19	19.I.V 19.6.T 19.N.C 19.Y.V 19.6.T	3.0 1.0 1.3 3.0 1.0	0
3563	Dogul_Dom	TOOTH	ìnó:	iː ⁵ n o ¹	7681	( - ) i ¹ n oː ⁵ ( - - - - - )	7 8 4 7 8	XTBYT	I6NU6	5	5.I.V 5.6.T 5.N.C 5.U.V 5.6.T	3.0 1.0 1.3 3.0 1.0	0
3564	Dogul_Dom	TOOTH	íínò	i ¹ n oː ⁵	7681	( - ) iː ⁵ n o ¹ ( - - - - - )	7 8 4 7 8	XTBYT	I6NU6	5	5.I.V 5.6.T 5.N.C 5.U.V 5.6.T	3.0 1.0 1.3 3.0 1.0	0
3565	Tebul_Ure	TOOTH	ìnú	i ¹ n u ⁵	7681	( - ) i ¹ n u ⁵ ( - - - - - )	7 8 4 7 8	XTBYT	I6NY6	16	16.I.V 16.6.T 16.N.C 16.Y.V 16.6.T	3.0 1.0 1.3 3.0 1.0	0
3566	Yanda_Dom	TOOTH	ìn	i ¹ n	7694	i ¹ n	7 8 4	XTN	I6N	22	22.I.V 22.6.T 22.N.c	3.0 1.0 0.5	0
3567	Najamba	TOOTH	ìnɔ̌:	i ¹ n ɔː ¹⁵	7681	( - ) i ¹ n ɔː ¹⁵ ( - - - - - )	7 8 4 7 8	XTBYT	I6NU2	11	11.I.V 11.6.T 11.N.C 11.U.V 11.2.T	3.0 1.0 1.3 3.0 1.0	0
3568	Bunoge	TOOTH	ʔínì	ʔ i ⁵ n i ¹	7681	( ʔ ) i ⁵ n i ¹ ( - - - - - )	1 7 8 4 7 8	AXTBYT	HI6NI6	4	4.H.C 4.I.V 4.6.T 4.N.C 4.I.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3569	Tomo_Kan	TOOTH	ʔìnì	ʔ i ¹ n i ¹	7681	( ʔ ) i ¹ n i ¹ ( - - - - - )	1 7 8 4 7 8	AXTBYT	HI6NI6	20	20.H.C 20.I.V 20.6.T 20.N.C 20.I.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3570	Tiranige_Diga	TOOTH	íníŋgé	i ⁵ n i ⁵ ŋ ɡ e ⁵	7694	( - ) i ⁵ n i ⁵ ( + ŋ ɡ e ⁵ )	7 8 4 7 8 4 1 7 8	XTBYTMBYT	I6NI6NKE6	17	17.I.V 17.6.T 17.N.C 17.I.V 17.6.T 17.N.c 17.K.C 17.E.V 17.6.T	3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	0
3571	Mombo	TOOTH	ínnì	i ⁵ n n i ¹	7681	( - ) i ⁵ n: i ¹ ( - - - - - )	7 8 4 4 7 8	XTMBYT	I6NNI6	10	10.I.V 10.6.T 10.N.c 10.N.C 10.I.V 10.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0
3572	Penange	TOOTH	ìnì	i ¹ n i ¹	7681	( - ) i ¹ n i ¹ ( - - - - - )	7 8 4 7 8	XTBYT	I6NI6	13	13.I.V 13.6.T 13.N.C 13.I.V 13.6.T	3.0 1.0 1.3 3.0 1.0	0
3573	Bangime	TOOTH	nɔ̄-sìⁿ	n ɔ ³ + s ĩ ∼ ¹	7678	n ɔ ³ ( + ) s ĩ ∼ ¹	4 7 8 9 3 7 4 8	AXT_AXLT	NU6_SI96	1	1.N.C 1.U.V 1.6.T 1._._ 1.S.C 1.I.V 1.9.c 1.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0	0
3574	Bangime	TOUCH	dāɡà	d a ³ ɡ a ¹	3220	d a ³ ɡ a ¹	1 7 8 1 7 8	AXTBYT	TA6KA6	1	1.T.C 1.A.V 1.6.T 1.K.C 1.A.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3575	Ben_Tey	TOUCH	táwá	t a ⁵ w a ⁵	3220	t a ⁵ w a ⁵ ( - - - - )	1 7 8 6 7 8	AXTBYT	TA6WA6	3	3.T.C 3.A.V 3.6.T 3.W.C 3.A.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3576	Gourou	TOUCH	tɔ́wɔ́	t ɔ ⁵ w ɔ ⁵	3220	t ɔ ⁵ w ɔ ⁵ ( - - - - )	1 7 8 6 7 8	AXTBYT	TU6WU6	7	7.T.C 7.U.V 7.6.T 7.W.C 7.U.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3577	Yorno_So	TOUCH	tábá	t a ⁵ b a ⁵	3220	t a ⁵ b a ⁵ ( - - - - )	1 7 8 1 7 8	AXTBYT	TA6PA6	23	23.T.C 23.A.V 23.6.T 23.P.C 23.A.V 23.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3578	Tommo_So	TOUCH	dèŋé	d e ¹ ŋ e ⁵	7721	d e ¹ ŋ e ⁵	1 7 8 4 7 8	AXTBYT	TE6NE6	19	19.T.C 19.E.V 19.6.T 19.N.C 19.E.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3579	Dogul_Dom	TOUCH	tàbɛ́	t a ¹ b ɛ ⁵	3220	t a ¹ b ɛ ⁵ ( - - - - )	1 7 8 1 7 8	AXTBYT	TA6PE6	5	5.T.C 5.A.V 5.6.T 5.P.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3580	Tebul_Ure	TOUCH	tábá	t a ⁵ b a ⁵	3220	t a ⁵ b a ⁵ ( - - - - )	1 7 8 1 7 8	AXTBYT	TA6PA6	16	16.T.C 16.A.V 16.6.T 16.P.C 16.A.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3581	Yanda_Dom	TOUCH	tábú	t a ⁵ b u ⁵	3220	t a ⁵ b u ⁵ ( - - - - )	1 7 8 1 7 8	AXTBYT	TA6PY6	22	22.T.C 22.A.V 22.6.T 22.P.C 22.Y.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3582	Najamba	TOUCH	dòŋgí	d o ¹ ŋ ɡ i ⁵	7721	d o ¹ ŋ ɡ i ⁵	1 7 8 4 1 7 8	AXTMBYT	TU6NKI6	11	11.T.C 11.U.V 11.6.T 11.N.c 11.K.C 11.I.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3583	Bunoge	TOUCH	nárè	n a ⁵ r e ¹	7704	n a ⁵ r e ¹	4 7 8 5 7 8	AXTBYT	NA6RE6	4	4.N.C 4.A.V 4.6.T 4.R.C 4.E.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3584	Tiranige_Diga	TOUCH	táwó	t a ⁵ w o ⁵	3220	t a ⁵ w o ⁵ ( - - - - )	1 7 8 6 7 8	AXTBYT	TA6WU6	17	17.T.C 17.A.V 17.6.T 17.W.C 17.U.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3585	Mombo	TOUCH	tábyê:	t a ⁵ b j eː ⁵¹	3220	t a ⁵ b ?- ?- ( + j eː ⁵¹ )	1 7 8 1 6 7 8	AXTBCYT	TA6PJE3	10	10.T.C 10.A.V 10.6.T 10.P.C 10.J.C 10.E.V 10.3.T	1.6 3.0 1.0 1.3 1.2 3.0 1.0	0
3586	Penange	TOUCH	náré	n a ⁵ r e ⁵	7704	n a ⁵ r e ⁵	4 7 8 5 7 8	AXTBYT	NA6RE6	13	13.N.C 13.A.V 13.6.T 13.R.C 13.E.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3587	Bankan_Tey	TOUCH	táwá	t a ⁵ w a ⁵	3220	t a ⁵ w a ⁵ ( - - - - )	1 7 8 6 7 8	AXTBYT	TA6WA6	2	2.T.C 2.A.V 2.6.T 2.W.C 2.A.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3588	Nanga	TOUCH	táwá	t a ⁵ w a ⁵	3220	t a ⁵ w a ⁵ ( - - - - )	1 7 8 6 7 8	AXTBYT	TA6WA6	12	12.T.C 12.A.V 12.6.T 12.W.C 12.A.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3589	Perge_Tegu	TOUCH	táwá	t a ⁵ w a ⁵	3220	t a ⁵ w a ⁵ ( - - - - )	1 7 8 6 7 8	AXTBYT	TA6WA6	14	14.T.C 14.A.V 14.6.T 14.W.C 14.A.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3590	Togo_Kan	TOUCH	tɔ́wɔ́	t ɔ ⁵ w ɔ ⁵	3220	t ɔ ⁵ w ɔ ⁵ ( - - - - )	1 7 8 6 7 8	AXTBYT	TU6WU6	18	18.T.C 18.U.V 18.6.T 18.W.C 18.U.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3591	Toro_Tegu	TOUCH	dògú	d o ¹ ɡ u ⁵	7721	d o ¹ ɡ u ⁵	1 7 8 1 7 8	AXTBYT	TU6KY6	21	21.T.C 21.U.V 21.6.T 21.K.C 21.Y.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3592	Jamsay	TOUCH	tɔ́wɔ́	t ɔ ⁵ w ɔ ⁵	3220	t ɔ ⁵ w ɔ ⁵ ( - - - - )	1 7 8 6 7 8	AXTBYT	TU6WU6	9	9.T.C 9.U.V 9.6.T 9.W.C 9.U.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3593	Bangime	TREE	dwàà	d w aː ¹	7776	d w aː ¹	1 6 7 8	ACXT	TWA6	1	1.T.C 1.W.C 1.A.V 1.6.T	1.6 1.2 3.0 1.0	0
3594	Toro_Tegu	TREE	tìwⁿá	t i ¹ w̃ ∼ a ⁵	3244	t i ¹ w̃ ∼ a ⁵ ( - - )	1 7 8 6 4 7 8	AXTMBYT	TI6W9A6	21	21.T.C 21.I.V 21.6.T 21.W.c 21.9.C 21.A.V 21.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3595	Ben_Tey	TREE	tìwⁿɛ̌yⁿ	t i ¹ w̃ ∼ ɛ ¹⁵ j ∼	3244	t i ¹ w̃ ∼ ɛ ¹⁵ ( j ∼ )	1 7 8 6 4 7 8 6 4	AXTMBYTLN	TI6W9E2J9	3	3.T.C 3.I.V 3.6.T 3.W.c 3.9.C 3.E.V 3.2.T 3.J.c 3.9.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.1 0.5	0
3596	Bankan_Tey	TREE	tìměyⁿ	t i ¹ m e ¹⁵ j ∼	3244	t i ¹ ?- m e ¹⁵ ( j ∼ )	1 7 8 4 7 8 6 4	AXTBYTLN	TI6ME2J9	2	2.T.C 2.I.V 2.6.T 2.M.C 2.E.V 2.2.T 2.J.c 2.9.c	1.6 3.0 1.0 1.3 3.0 1.0 1.1 0.5	0
3597	Perge_Tegu	TREE	tìwⁿɛ́	t i ¹ w̃ ∼ ɛ ⁵	3244	t i ¹ w̃ ∼ ɛ ⁵ ( - - )	1 7 8 6 4 7 8	AXTMBYT	TI6W9E6	14	14.T.C 14.I.V 14.6.T 14.W.c 14.9.C 14.E.V 14.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3598	Togo_Kan	TREE	tìmɛ́	t i ¹ m ɛ ⁵	3244	t i ¹ m ɛ ⁵	1 7 8 4 7 8	AXTBYT	TI6ME6	18	18.T.C 18.I.V 18.6.T 18.M.C 18.E.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3599	Yorno_So	TREE	tɛ̀wⁿɛ́	t ɛ ¹ w̃ ∼ ɛ ⁵	3244	t ɛ ¹ w̃ ∼ ɛ ⁵ ( - - )	1 7 8 6 4 7 8	AXTMBYT	TE6W9E6	23	23.T.C 23.E.V 23.6.T 23.W.c 23.9.C 23.E.V 23.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3600	Tommo_So	TREE	tìmɛ́	t i ¹ m ɛ ⁵	3244	t i ¹ m ɛ ⁵	1 7 8 4 7 8	AXTBYT	TI6ME6	19	19.T.C 19.I.V 19.6.T 19.M.C 19.E.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3601	Dogul_Dom	TREE	kíŋnɔ̀	k i ⁵ ŋ n ɔ ¹	7774	k i ⁵ ŋ ( n ɔ ¹ )	1 7 8 4 4 7 8	AXTMBYT	KI6NNU6	5	5.K.C 5.I.V 5.6.T 5.N.c 5.N.C 5.U.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3602	Tebul_Ure	TREE	tìmǎ:	t i ¹ m aː ¹⁵	3244	t i ¹ m aː ¹⁵	1 7 8 4 7 8	AXTBYT	TI6MA2	16	16.T.C 16.I.V 16.6.T 16.M.C 16.A.V 16.2.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3603	Yanda_Dom	TREE	tìmè	t i ¹ m e ¹	3244	t i ¹ m e ¹	1 7 8 4 7 8	AXTBYT	TI6ME6	22	22.T.C 22.I.V 22.6.T 22.M.C 22.E.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3604	Najamba	TREE	tìmɔ̂:	t i ¹ m ɔː ⁵¹	3244	t i ¹ m ɔː ⁵¹	1 7 8 4 7 8	AXTBYT	TI6MU3	11	11.T.C 11.I.V 11.6.T 11.M.C 11.U.V 11.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
3605	Bunoge	TREE	tílíŋgè	t i ⁵ l i ⁵ ŋ ɡ e ¹	7774	t i ⁵ ?- l i ⁵ ( ŋ ɡ e ¹ )	1 7 8 5 7 8 4 1 7 8	AXTBYTMBYT	TI6LI6NKE6	4	4.T.C 4.I.V 4.6.T 4.L.C 4.I.V 4.6.T 4.N.c 4.K.C 4.E.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	0
3606	Donno_So	TREE	tìmmɛ́	t i ¹ m m ɛ ⁵	3244	t i ¹ m m ɛ ⁵ ( - - )	1 7 8 4 4 7 8	AXTMBYT	TI6MME6	6	6.T.C 6.I.V 6.6.T 6.M.c 6.M.C 6.E.V 6.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
3607	Jamsay	TREE	tìwⁿé	t i ¹ w̃ ∼ e ⁵	3244	t i ¹ w̃ ∼ e ⁵ ( - - )	1 7 8 6 4 7 8	AXTMBYT	TI6W9E6	9	9.T.C 9.I.V 9.6.T 9.W.c 9.9.C 9.E.V 9.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
