concepts	languages	average coverage	varieties	
125	29	0.82	"Bangime,""Nanga"",""Toro_Tegu"",""Yorno_So"",""Bankan_Tey"",""Mombo"",""Tommo_So"",""Yanda_Dom"",""Najamba"",""Perge_Tegu"",""Jamsay"",""Togo_Kan"",""Fulfulde"",""Tiranige_Diga"",""Tebul_Ure"",""Ben_Tey"",""Penange"",""Songhai_Senni"",""Dogul_Dom"",""Bunoge"",""Jenaama"",""Donno_So"",""Bambara"",""Songhai_Kiini"",""Soninke"",""Gourou"",""Tomo_Kan"",""Bozo_Korondougou_sud"",""Bozo_Korondougou_nord"""	"BAD,""BARK"",""BEARD"",""BELLY"",""BIG"",""BIRD"",""BITE"",""BLOOD"",""BONE"",""BREAST"",""BREATHE"",""BURN (SOMETHING)"",""CHEST"",""CHICKEN"",""CHIEFTAIN"",""CHILD"",""CLOUD"",""COLD"",""COME"",""COUNTRY"",""COW"",""CRY"",""DIE"",""DOG"",""DOOR"",""DRINK"",""DUST"",""EAR"",""EAT"",""EGG"",""EIGHT"",""ELBOW"",""ELEPHANT"",""EYE"",""FALL"",""FAT (OBESE)"",""FAT (ORGANIC SUBSTANCE)"",""FEAR (BE AFRAID)"",""FIGHT"",""FIND"",""FINGER"",""FISH"",""FLOWER"",""FLY (MOVE THROUGH AIR)"",""FOOT OR LEG"",""FOUR"",""FRIEND"",""FULL"",""GIVE"",""GIVE BIRTH"",""GOOD"",""HEAD"",""HIDE (CONCEAL)"",""HIP"",""HORN (ANATOMY)"",""HORSE"",""HOT"",""HUSBAND"",""IRON"",""KILL"",""LAUGH"",""LEAF"",""LEFT"",""LIE DOWN"",""LION"",""LOOK FOR"",""LOUSE"",""MAIZE"",""MAN"",""MILK"",""MILLET"",""MOON"",""MOTHER"",""MOUTH"",""NAME"",""NECK"",""NIGHT"",""NINE"",""NOSE"",""OPEN"",""PESTLE"",""PICK"",""PISS"",""PULL"",""PUSH"",""RAIN (PRECIPITATION)"",""ROOT"",""ROTTEN"",""SALT"",""SAND"",""SEE"",""SEND"",""SEVEN"",""SHARP"",""SHOW"",""SING"",""SIT"",""SIX"",""SKIN"",""SKY"",""SMOKE"",""SMOOTH"",""SNAKE"",""SPEAR"",""STAR"",""STEAL"",""SUCK"",""SUN"",""SWEEP"",""TAIL"",""THORN"",""THREE"",""TIE"",""TOMORROW"",""TONGUE"",""TREE"",""URINE"",""VILLAGE"",""WATER"",""WET"",""WHITE"",""WING"",""WOMAN"",""WOOD"",""YEAR"""
125	28	0.82	"Bangime,""Nanga"",""Toro_Tegu"",""Yorno_So"",""Bankan_Tey"",""Mombo"",""Tommo_So"",""Yanda_Dom"",""Najamba"",""Perge_Tegu"",""Jamsay"",""Togo_Kan"",""Fulfulde"",""Tiranige_Diga"",""Tebul_Ure"",""Ben_Tey"",""Penange"",""Songhai_Senni"",""Dogul_Dom"",""Bunoge"",""Jenaama"",""Donno_So"",""Bambara"",""Songhai_Kiini"",""Soninke"",""Gourou"",""Tomo_Kan"",""Bozo_Korondougou_sud"""	"BAD,""BARK"",""BEARD"",""BELLY"",""BIG"",""BIRD"",""BITE"",""BLOOD"",""BONE"",""BREAST"",""BREATHE"",""BURN (SOMETHING)"",""CHEST"",""CHICKEN"",""CHIEFTAIN"",""CHILD"",""CLOUD"",""COLD"",""COME"",""COUNTRY"",""COW"",""CRY"",""DIE"",""DOG"",""DOOR"",""DRINK"",""DUST"",""EAR"",""EAT"",""EGG"",""EIGHT"",""ELBOW"",""ELEPHANT"",""EYE"",""FALL"",""FAT (OBESE)"",""FAT (ORGANIC SUBSTANCE)"",""FEAR (BE AFRAID)"",""FIGHT"",""FIND"",""FINGER"",""FISH"",""FLOWER"",""FLY (MOVE THROUGH AIR)"",""FOOT OR LEG"",""FOUR"",""FRIEND"",""FULL"",""GIVE"",""GIVE BIRTH"",""GOOD"",""HEAD"",""HIDE (CONCEAL)"",""HIP"",""HORN (ANATOMY)"",""HORSE"",""HOT"",""HUSBAND"",""IRON"",""KILL"",""LAUGH"",""LEAF"",""LEFT"",""LIE DOWN"",""LION"",""LOOK FOR"",""LOUSE"",""MAIZE"",""MAN"",""MILK"",""MILLET"",""MOON"",""MOTHER"",""MOUTH"",""NAME"",""NECK"",""NIGHT"",""NINE"",""NOSE"",""OPEN"",""PESTLE"",""PICK"",""PISS"",""PULL"",""PUSH"",""RAIN (PRECIPITATION)"",""ROOT"",""ROTTEN"",""SALT"",""SAND"",""SEE"",""SEND"",""SEVEN"",""SHARP"",""SHOW"",""SING"",""SIT"",""SIX"",""SKIN"",""SKY"",""SMOKE"",""SMOOTH"",""SNAKE"",""SPEAR"",""STAR"",""STEAL"",""SUCK"",""SUN"",""SWEEP"",""TAIL"",""THORN"",""THREE"",""TIE"",""TOMORROW"",""TONGUE"",""TREE"",""URINE"",""VILLAGE"",""WATER"",""WET"",""WHITE"",""WING"",""WOMAN"",""WOOD"",""YEAR"""
125	27	0.81	"Bangime,""Nanga"",""Toro_Tegu"",""Yorno_So"",""Bankan_Tey"",""Mombo"",""Tommo_So"",""Yanda_Dom"",""Najamba"",""Perge_Tegu"",""Jamsay"",""Togo_Kan"",""Fulfulde"",""Tiranige_Diga"",""Tebul_Ure"",""Ben_Tey"",""Penange"",""Songhai_Senni"",""Dogul_Dom"",""Bunoge"",""Jenaama"",""Donno_So"",""Bambara"",""Songhai_Kiini"",""Soninke"",""Gourou"",""Tomo_Kan"""	"BAD,""BARK"",""BEARD"",""BELLY"",""BIG"",""BIRD"",""BITE"",""BLOOD"",""BONE"",""BREAST"",""BREATHE"",""BURN (SOMETHING)"",""CHEST"",""CHICKEN"",""CHIEFTAIN"",""CHILD"",""CLOUD"",""COLD"",""COME"",""COUNTRY"",""COW"",""CRY"",""DIE"",""DOG"",""DOOR"",""DRINK"",""DUST"",""EAR"",""EAT"",""EGG"",""EIGHT"",""ELBOW"",""ELEPHANT"",""EYE"",""FALL"",""FAT (OBESE)"",""FAT (ORGANIC SUBSTANCE)"",""FEAR (BE AFRAID)"",""FIGHT"",""FIND"",""FINGER"",""FISH"",""FLOWER"",""FLY (MOVE THROUGH AIR)"",""FOOT OR LEG"",""FOUR"",""FRIEND"",""FULL"",""GIVE"",""GIVE BIRTH"",""GOOD"",""HEAD"",""HIDE (CONCEAL)"",""HIP"",""HORN (ANATOMY)"",""HORSE"",""HOT"",""HUSBAND"",""IRON"",""KILL"",""LAUGH"",""LEAF"",""LEFT"",""LIE DOWN"",""LION"",""LOOK FOR"",""LOUSE"",""MAIZE"",""MAN"",""MILK"",""MILLET"",""MOON"",""MOTHER"",""MOUTH"",""NAME"",""NECK"",""NIGHT"",""NINE"",""NOSE"",""OPEN"",""PESTLE"",""PICK"",""PISS"",""PULL"",""PUSH"",""RAIN (PRECIPITATION)"",""ROOT"",""ROTTEN"",""SALT"",""SAND"",""SEE"",""SEND"",""SEVEN"",""SHARP"",""SHOW"",""SING"",""SIT"",""SIX"",""SKIN"",""SKY"",""SMOKE"",""SMOOTH"",""SNAKE"",""SPEAR"",""STAR"",""STEAL"",""SUCK"",""SUN"",""SWEEP"",""TAIL"",""THORN"",""THREE"",""TIE"",""TOMORROW"",""TONGUE"",""TREE"",""URINE"",""VILLAGE"",""WATER"",""WET"",""WHITE"",""WING"",""WOMAN"",""WOOD"",""YEAR"""
125	26	0.84	"Bangime,""Nanga"",""Toro_Tegu"",""Yorno_So"",""Bankan_Tey"",""Mombo"",""Tommo_So"",""Yanda_Dom"",""Najamba"",""Perge_Tegu"",""Jamsay"",""Togo_Kan"",""Fulfulde"",""Tiranige_Diga"",""Tebul_Ure"",""Ben_Tey"",""Penange"",""Songhai_Senni"",""Dogul_Dom"",""Bunoge"",""Jenaama"",""Donno_So"",""Bambara"",""Songhai_Kiini"",""Soninke"",""Gourou"""	"BAD,""BARK"",""BEARD"",""BELLY"",""BIG"",""BIRD"",""BITE"",""BLOOD"",""BONE"",""BREAST"",""BREATHE"",""BURN (SOMETHING)"",""CHEST"",""CHICKEN"",""CHIEFTAIN"",""CHILD"",""CLOUD"",""COLD"",""COME"",""COUNTRY"",""COW"",""CRY"",""DIE"",""DOG"",""DOOR"",""DRINK"",""DUST"",""EAR"",""EAT"",""EGG"",""EIGHT"",""ELBOW"",""ELEPHANT"",""EYE"",""FALL"",""FAT (OBESE)"",""FAT (ORGANIC SUBSTANCE)"",""FEAR (BE AFRAID)"",""FIGHT"",""FIND"",""FINGER"",""FISH"",""FLOWER"",""FLY (MOVE THROUGH AIR)"",""FOOT OR LEG"",""FOUR"",""FRIEND"",""FULL"",""GIVE"",""GIVE BIRTH"",""GOOD"",""HEAD"",""HIDE (CONCEAL)"",""HIP"",""HORN (ANATOMY)"",""HORSE"",""HOT"",""HUSBAND"",""IRON"",""KILL"",""LAUGH"",""LEAF"",""LEFT"",""LIE DOWN"",""LION"",""LOOK FOR"",""LOUSE"",""MAIZE"",""MAN"",""MILK"",""MILLET"",""MOON"",""MOTHER"",""MOUTH"",""NAME"",""NECK"",""NIGHT"",""NINE"",""NOSE"",""OPEN"",""PESTLE"",""PICK"",""PISS"",""PULL"",""PUSH"",""RAIN (PRECIPITATION)"",""ROOT"",""ROTTEN"",""SALT"",""SAND"",""SEE"",""SEND"",""SEVEN"",""SHARP"",""SHOW"",""SING"",""SIT"",""SIX"",""SKIN"",""SKY"",""SMOKE"",""SMOOTH"",""SNAKE"",""SPEAR"",""STAR"",""STEAL"",""SUCK"",""SUN"",""SWEEP"",""TAIL"",""THORN"",""THREE"",""TIE"",""TOMORROW"",""TONGUE"",""TREE"",""URINE"",""VILLAGE"",""WATER"",""WET"",""WHITE"",""WING"",""WOMAN"",""WOOD"",""YEAR"""
125	25	0.87	"Bangime,""Nanga"",""Toro_Tegu"",""Yorno_So"",""Bankan_Tey"",""Mombo"",""Tommo_So"",""Yanda_Dom"",""Najamba"",""Perge_Tegu"",""Jamsay"",""Togo_Kan"",""Fulfulde"",""Tiranige_Diga"",""Tebul_Ure"",""Ben_Tey"",""Penange"",""Songhai_Senni"",""Dogul_Dom"",""Bunoge"",""Jenaama"",""Donno_So"",""Bambara"",""Songhai_Kiini"",""Soninke"""	"BAD,""BARK"",""BEARD"",""BELLY"",""BIG"",""BIRD"",""BITE"",""BLOOD"",""BONE"",""BREAST"",""BREATHE"",""BURN (SOMETHING)"",""CHEST"",""CHICKEN"",""CHIEFTAIN"",""CHILD"",""CLOUD"",""COLD"",""COME"",""COUNTRY"",""COW"",""CRY"",""DIE"",""DOG"",""DOOR"",""DRINK"",""DUST"",""EAR"",""EAT"",""EGG"",""EIGHT"",""ELBOW"",""ELEPHANT"",""EYE"",""FALL"",""FAT (OBESE)"",""FAT (ORGANIC SUBSTANCE)"",""FEAR (BE AFRAID)"",""FIGHT"",""FIND"",""FINGER"",""FISH"",""FLOWER"",""FLY (MOVE THROUGH AIR)"",""FOOT OR LEG"",""FOUR"",""FRIEND"",""FULL"",""GIVE"",""GIVE BIRTH"",""GOOD"",""HEAD"",""HIDE (CONCEAL)"",""HIP"",""HORN (ANATOMY)"",""HORSE"",""HOT"",""HUSBAND"",""IRON"",""KILL"",""LAUGH"",""LEAF"",""LEFT"",""LIE DOWN"",""LION"",""LOOK FOR"",""LOUSE"",""MAIZE"",""MAN"",""MILK"",""MILLET"",""MOON"",""MOTHER"",""MOUTH"",""NAME"",""NECK"",""NIGHT"",""NINE"",""NOSE"",""OPEN"",""PESTLE"",""PICK"",""PISS"",""PULL"",""PUSH"",""RAIN (PRECIPITATION)"",""ROOT"",""ROTTEN"",""SALT"",""SAND"",""SEE"",""SEND"",""SEVEN"",""SHARP"",""SHOW"",""SING"",""SIT"",""SIX"",""SKIN"",""SKY"",""SMOKE"",""SMOOTH"",""SNAKE"",""SPEAR"",""STAR"",""STEAL"",""SUCK"",""SUN"",""SWEEP"",""TAIL"",""THORN"",""THREE"",""TIE"",""TOMORROW"",""TONGUE"",""TREE"",""URINE"",""VILLAGE"",""WATER"",""WET"",""WHITE"",""WING"",""WOMAN"",""WOOD"",""YEAR"""
125	24	0.88	"Bangime,""Nanga"",""Toro_Tegu"",""Yorno_So"",""Bankan_Tey"",""Mombo"",""Tommo_So"",""Yanda_Dom"",""Najamba"",""Perge_Tegu"",""Jamsay"",""Togo_Kan"",""Fulfulde"",""Tiranige_Diga"",""Tebul_Ure"",""Ben_Tey"",""Penange"",""Songhai_Senni"",""Dogul_Dom"",""Bunoge"",""Jenaama"",""Donno_So"",""Bambara"",""Songhai_Kiini"""	"BAD,""BARK"",""BEARD"",""BELLY"",""BIG"",""BIRD"",""BITE"",""BLOOD"",""BONE"",""BREAST"",""BREATHE"",""BURN (SOMETHING)"",""CHEST"",""CHICKEN"",""CHIEFTAIN"",""CHILD"",""CLOUD"",""COLD"",""COME"",""COUNTRY"",""COW"",""CRY"",""DIE"",""DOG"",""DOOR"",""DRINK"",""DUST"",""EAR"",""EAT"",""EGG"",""EIGHT"",""ELBOW"",""ELEPHANT"",""EYE"",""FALL"",""FAT (OBESE)"",""FAT (ORGANIC SUBSTANCE)"",""FEAR (BE AFRAID)"",""FIGHT"",""FIND"",""FINGER"",""FISH"",""FLOWER"",""FLY (MOVE THROUGH AIR)"",""FOOT OR LEG"",""FOUR"",""FRIEND"",""FULL"",""GIVE"",""GIVE BIRTH"",""GOOD"",""HEAD"",""HIDE (CONCEAL)"",""HIP"",""HORN (ANATOMY)"",""HORSE"",""HOT"",""HUSBAND"",""IRON"",""KILL"",""LAUGH"",""LEAF"",""LEFT"",""LIE DOWN"",""LION"",""LOOK FOR"",""LOUSE"",""MAIZE"",""MAN"",""MILK"",""MILLET"",""MOON"",""MOTHER"",""MOUTH"",""NAME"",""NECK"",""NIGHT"",""NINE"",""NOSE"",""OPEN"",""PESTLE"",""PICK"",""PISS"",""PULL"",""PUSH"",""RAIN (PRECIPITATION)"",""ROOT"",""ROTTEN"",""SALT"",""SAND"",""SEE"",""SEND"",""SEVEN"",""SHARP"",""SHOW"",""SING"",""SIT"",""SIX"",""SKIN"",""SKY"",""SMOKE"",""SMOOTH"",""SNAKE"",""SPEAR"",""STAR"",""STEAL"",""SUCK"",""SUN"",""SWEEP"",""TAIL"",""THORN"",""THREE"",""TIE"",""TOMORROW"",""TONGUE"",""TREE"",""URINE"",""VILLAGE"",""WATER"",""WET"",""WHITE"",""WING"",""WOMAN"",""WOOD"",""YEAR"""
125	23	0.9	"Bangime,""Nanga"",""Toro_Tegu"",""Yorno_So"",""Bankan_Tey"",""Mombo"",""Tommo_So"",""Yanda_Dom"",""Najamba"",""Perge_Tegu"",""Jamsay"",""Togo_Kan"",""Fulfulde"",""Tiranige_Diga"",""Tebul_Ure"",""Ben_Tey"",""Penange"",""Songhai_Senni"",""Dogul_Dom"",""Bunoge"",""Jenaama"",""Donno_So"",""Bambara"""	"BAD,""BARK"",""BEARD"",""BELLY"",""BIG"",""BIRD"",""BITE"",""BLOOD"",""BONE"",""BREAST"",""BREATHE"",""BURN (SOMETHING)"",""CHEST"",""CHICKEN"",""CHIEFTAIN"",""CHILD"",""CLOUD"",""COLD"",""COME"",""COUNTRY"",""COW"",""CRY"",""DIE"",""DOG"",""DOOR"",""DRINK"",""DUST"",""EAR"",""EAT"",""EGG"",""EIGHT"",""ELBOW"",""ELEPHANT"",""EYE"",""FALL"",""FAT (OBESE)"",""FAT (ORGANIC SUBSTANCE)"",""FEAR (BE AFRAID)"",""FIGHT"",""FIND"",""FINGER"",""FISH"",""FLOWER"",""FLY (MOVE THROUGH AIR)"",""FOOT OR LEG"",""FOUR"",""FRIEND"",""FULL"",""GIVE"",""GIVE BIRTH"",""GOOD"",""HEAD"",""HIDE (CONCEAL)"",""HIP"",""HORN (ANATOMY)"",""HORSE"",""HOT"",""HUSBAND"",""IRON"",""KILL"",""LAUGH"",""LEAF"",""LEFT"",""LIE DOWN"",""LION"",""LOOK FOR"",""LOUSE"",""MAIZE"",""MAN"",""MILK"",""MILLET"",""MOON"",""MOTHER"",""MOUTH"",""NAME"",""NECK"",""NIGHT"",""NINE"",""NOSE"",""OPEN"",""PESTLE"",""PICK"",""PISS"",""PULL"",""PUSH"",""RAIN (PRECIPITATION)"",""ROOT"",""ROTTEN"",""SALT"",""SAND"",""SEE"",""SEND"",""SEVEN"",""SHARP"",""SHOW"",""SING"",""SIT"",""SIX"",""SKIN"",""SKY"",""SMOKE"",""SMOOTH"",""SNAKE"",""SPEAR"",""STAR"",""STEAL"",""SUCK"",""SUN"",""SWEEP"",""TAIL"",""THORN"",""THREE"",""TIE"",""TOMORROW"",""TONGUE"",""TREE"",""URINE"",""VILLAGE"",""WATER"",""WET"",""WHITE"",""WING"",""WOMAN"",""WOOD"",""YEAR"""
125	22	0.91	"Bangime,""Nanga"",""Toro_Tegu"",""Yorno_So"",""Bankan_Tey"",""Mombo"",""Tommo_So"",""Yanda_Dom"",""Najamba"",""Perge_Tegu"",""Jamsay"",""Togo_Kan"",""Fulfulde"",""Tiranige_Diga"",""Tebul_Ure"",""Ben_Tey"",""Penange"",""Songhai_Senni"",""Dogul_Dom"",""Bunoge"",""Jenaama"",""Donno_So"""	"BAD,""BARK"",""BEARD"",""BELLY"",""BIG"",""BIRD"",""BITE"",""BLOOD"",""BONE"",""BREAST"",""BREATHE"",""BURN (SOMETHING)"",""CHEST"",""CHICKEN"",""CHIEFTAIN"",""CHILD"",""CLOUD"",""COLD"",""COME"",""COUNTRY"",""COW"",""CRY"",""DIE"",""DOG"",""DOOR"",""DRINK"",""DUST"",""EAR"",""EAT"",""EGG"",""EIGHT"",""ELBOW"",""ELEPHANT"",""EYE"",""FALL"",""FAT (OBESE)"",""FAT (ORGANIC SUBSTANCE)"",""FEAR (BE AFRAID)"",""FIGHT"",""FIND"",""FINGER"",""FISH"",""FLOWER"",""FLY (MOVE THROUGH AIR)"",""FOOT OR LEG"",""FOUR"",""FRIEND"",""FULL"",""GIVE"",""GIVE BIRTH"",""GOOD"",""HEAD"",""HIDE (CONCEAL)"",""HIP"",""HORN (ANATOMY)"",""HORSE"",""HOT"",""HUSBAND"",""IRON"",""KILL"",""LAUGH"",""LEAF"",""LEFT"",""LIE DOWN"",""LION"",""LOOK FOR"",""LOUSE"",""MAIZE"",""MAN"",""MILK"",""MILLET"",""MOON"",""MOTHER"",""MOUTH"",""NAME"",""NECK"",""NIGHT"",""NINE"",""NOSE"",""OPEN"",""PESTLE"",""PICK"",""PISS"",""PULL"",""PUSH"",""RAIN (PRECIPITATION)"",""ROOT"",""ROTTEN"",""SALT"",""SAND"",""SEE"",""SEND"",""SEVEN"",""SHARP"",""SHOW"",""SING"",""SIT"",""SIX"",""SKIN"",""SKY"",""SMOKE"",""SMOOTH"",""SNAKE"",""SPEAR"",""STAR"",""STEAL"",""SUCK"",""SUN"",""SWEEP"",""TAIL"",""THORN"",""THREE"",""TIE"",""TOMORROW"",""TONGUE"",""TREE"",""URINE"",""VILLAGE"",""WATER"",""WET"",""WHITE"",""WING"",""WOMAN"",""WOOD"",""YEAR"""
150	31	0.8	"Bangime,""Nanga"",""Toro_Tegu"",""Yorno_So"",""Bankan_Tey"",""Mombo"",""Tommo_So"",""Yanda_Dom"",""Najamba"",""Perge_Tegu"",""Jamsay"",""Togo_Kan"",""Fulfulde"",""Tiranige_Diga"",""Tebul_Ure"",""Ben_Tey"",""Penange"",""Songhai_Senni"",""Dogul_Dom"",""Bunoge"",""Jenaama"",""Donno_So"",""Bambara"",""Songhai_Kiini"",""Soninke"",""Gourou"",""Tomo_Kan"",""Bozo_Korondougou_sud"",""Bozo_Korondougou_nord"",""Bozo_Pondori_sud"",""Bozo_Pondori_nord"""	"!GUEST OR STRANGER,""ANIMAL"",""ARRIVE"",""ASH"",""BAD"",""BARK"",""BE ALIVE"",""BEARD"",""BEGIN"",""BELLY"",""BIG"",""BIRD"",""BITE"",""BLOOD"",""BODY"",""BONE"",""BREAST"",""BREATHE"",""BURN (SOMETHING)"",""BURY"",""CAT"",""CHEST"",""CHICKEN"",""CHIEFTAIN"",""CHILD"",""CHIN"",""CLOUD"",""COLD"",""COME"",""COUNTRY"",""COW"",""CRY"",""DIE"",""DOG"",""DONKEY"",""DOOR"",""DRINK"",""DUST"",""EAR"",""EAT"",""EGG"",""EIGHT"",""ELBOW"",""ELEPHANT"",""EYE"",""FALL"",""FAT (OBESE)"",""FAT (ORGANIC SUBSTANCE)"",""FEAR (BE AFRAID)"",""FIGHT"",""FIND"",""FINGER"",""FIRE"",""FISH"",""FIVE"",""FLOWER"",""FLY (MOVE THROUGH AIR)"",""FOOT OR LEG"",""FOREHEAD"",""FOUR"",""FRIEND"",""FULL"",""GIVE"",""GIVE BIRTH"",""GOOD"",""GRASS"",""HEAD"",""HIDE (CONCEAL)"",""HIP"",""HORN (ANATOMY)"",""HORSE"",""HOT"",""HUSBAND"",""IRON"",""KILL"",""KNEE"",""LAUGH"",""LEAF"",""LEFT"",""LIE DOWN"",""LION"",""LOOK FOR"",""LOUSE"",""MAIZE"",""MAN"",""MEAT"",""MILK"",""MILLET"",""MOON"",""MOTHER"",""MOUTH"",""NAME"",""NECK"",""NIGHT"",""NINE"",""NOSE"",""ONE"",""OPEN"",""PESTLE"",""PICK"",""PISS"",""PULL"",""PUSH"",""RAIN (PRECIPITATION)"",""ROOT"",""ROTTEN"",""SALT"",""SAND"",""SAY"",""SEE"",""SEND"",""SEVEN"",""SEW"",""SHARP"",""SHOW"",""SING"",""SIT"",""SIX"",""SKIN"",""SKY"",""SLEEP"",""SMOKE"",""SMOOTH"",""SNAKE"",""SPEAR"",""STAR"",""STEAL"",""SUCK"",""SUN"",""SWEEP"",""TAIL"",""THORN"",""THREE"",""TIE"",""TOMORROW"",""TONGUE"",""TOOTH"",""TREE"",""TWENTY"",""URINE"",""VILLAGE"",""WATER"",""WET"",""WHITE"",""WIFE"",""WING"",""WOMAN"",""WOOD"",""WRAPPER"",""YEAR"""
150	30	0.81	"Bangime,""Nanga"",""Toro_Tegu"",""Yorno_So"",""Bankan_Tey"",""Mombo"",""Tommo_So"",""Yanda_Dom"",""Najamba"",""Perge_Tegu"",""Jamsay"",""Togo_Kan"",""Fulfulde"",""Tiranige_Diga"",""Tebul_Ure"",""Ben_Tey"",""Penange"",""Songhai_Senni"",""Dogul_Dom"",""Bunoge"",""Jenaama"",""Donno_So"",""Bambara"",""Songhai_Kiini"",""Soninke"",""Gourou"",""Tomo_Kan"",""Bozo_Korondougou_sud"",""Bozo_Korondougou_nord"",""Bozo_Pondori_sud"""	"!GUEST OR STRANGER,""ANIMAL"",""ARRIVE"",""ASH"",""BAD"",""BARK"",""BE ALIVE"",""BEARD"",""BEGIN"",""BELLY"",""BIG"",""BIRD"",""BITE"",""BLOOD"",""BODY"",""BONE"",""BREAST"",""BREATHE"",""BURN (SOMETHING)"",""BURY"",""CAT"",""CHEST"",""CHICKEN"",""CHIEFTAIN"",""CHILD"",""CHIN"",""CLOUD"",""COLD"",""COME"",""COUNTRY"",""COW"",""CRY"",""DIE"",""DOG"",""DONKEY"",""DOOR"",""DRINK"",""DUST"",""EAR"",""EAT"",""EGG"",""EIGHT"",""ELBOW"",""ELEPHANT"",""EYE"",""FALL"",""FAT (OBESE)"",""FAT (ORGANIC SUBSTANCE)"",""FEAR (BE AFRAID)"",""FIGHT"",""FIND"",""FINGER"",""FIRE"",""FISH"",""FIVE"",""FLOWER"",""FLY (MOVE THROUGH AIR)"",""FOOT OR LEG"",""FOREHEAD"",""FOUR"",""FRIEND"",""FULL"",""GIVE"",""GIVE BIRTH"",""GOOD"",""GRASS"",""HEAD"",""HIDE (CONCEAL)"",""HIP"",""HORN (ANATOMY)"",""HORSE"",""HOT"",""HUSBAND"",""IRON"",""KILL"",""KNEE"",""LAUGH"",""LEAF"",""LEFT"",""LIE DOWN"",""LION"",""LOOK FOR"",""LOUSE"",""MAIZE"",""MAN"",""MEAT"",""MILK"",""MILLET"",""MOON"",""MOTHER"",""MOUTH"",""NAME"",""NECK"",""NIGHT"",""NINE"",""NOSE"",""ONE"",""OPEN"",""PESTLE"",""PICK"",""PISS"",""PULL"",""PUSH"",""RAIN (PRECIPITATION)"",""ROOT"",""ROTTEN"",""SALT"",""SAND"",""SAY"",""SEE"",""SEND"",""SEVEN"",""SEW"",""SHARP"",""SHOW"",""SING"",""SIT"",""SIX"",""SKIN"",""SKY"",""SLEEP"",""SMOKE"",""SMOOTH"",""SNAKE"",""SPEAR"",""STAR"",""STEAL"",""SUCK"",""SUN"",""SWEEP"",""TAIL"",""THORN"",""THREE"",""TIE"",""TOMORROW"",""TONGUE"",""TOOTH"",""TREE"",""TWENTY"",""URINE"",""VILLAGE"",""WATER"",""WET"",""WHITE"",""WIFE"",""WING"",""WOMAN"",""WOOD"",""WRAPPER"",""YEAR"""
150	29	0.81	"Bangime,""Nanga"",""Toro_Tegu"",""Yorno_So"",""Bankan_Tey"",""Mombo"",""Tommo_So"",""Yanda_Dom"",""Najamba"",""Perge_Tegu"",""Jamsay"",""Togo_Kan"",""Fulfulde"",""Tiranige_Diga"",""Tebul_Ure"",""Ben_Tey"",""Penange"",""Songhai_Senni"",""Dogul_Dom"",""Bunoge"",""Jenaama"",""Donno_So"",""Bambara"",""Songhai_Kiini"",""Soninke"",""Gourou"",""Tomo_Kan"",""Bozo_Korondougou_sud"",""Bozo_Korondougou_nord"""	"!GUEST OR STRANGER,""ANIMAL"",""ARRIVE"",""ASH"",""BAD"",""BARK"",""BE ALIVE"",""BEARD"",""BEGIN"",""BELLY"",""BIG"",""BIRD"",""BITE"",""BLOOD"",""BODY"",""BONE"",""BREAST"",""BREATHE"",""BURN (SOMETHING)"",""BURY"",""CAT"",""CHEST"",""CHICKEN"",""CHIEFTAIN"",""CHILD"",""CHIN"",""CLOUD"",""COLD"",""COME"",""COUNTRY"",""COW"",""CRY"",""DIE"",""DOG"",""DONKEY"",""DOOR"",""DRINK"",""DUST"",""EAR"",""EAT"",""EGG"",""EIGHT"",""ELBOW"",""ELEPHANT"",""EYE"",""FALL"",""FAT (OBESE)"",""FAT (ORGANIC SUBSTANCE)"",""FEAR (BE AFRAID)"",""FIGHT"",""FIND"",""FINGER"",""FIRE"",""FISH"",""FIVE"",""FLOWER"",""FLY (MOVE THROUGH AIR)"",""FOOT OR LEG"",""FOREHEAD"",""FOUR"",""FRIEND"",""FULL"",""GIVE"",""GIVE BIRTH"",""GOOD"",""GRASS"",""HEAD"",""HIDE (CONCEAL)"",""HIP"",""HORN (ANATOMY)"",""HORSE"",""HOT"",""HUSBAND"",""IRON"",""KILL"",""KNEE"",""LAUGH"",""LEAF"",""LEFT"",""LIE DOWN"",""LION"",""LOOK FOR"",""LOUSE"",""MAIZE"",""MAN"",""MEAT"",""MILK"",""MILLET"",""MOON"",""MOTHER"",""MOUTH"",""NAME"",""NECK"",""NIGHT"",""NINE"",""NOSE"",""ONE"",""OPEN"",""PESTLE"",""PICK"",""PISS"",""PULL"",""PUSH"",""RAIN (PRECIPITATION)"",""ROOT"",""ROTTEN"",""SALT"",""SAND"",""SAY"",""SEE"",""SEND"",""SEVEN"",""SEW"",""SHARP"",""SHOW"",""SING"",""SIT"",""SIX"",""SKIN"",""SKY"",""SLEEP"",""SMOKE"",""SMOOTH"",""SNAKE"",""SPEAR"",""STAR"",""STEAL"",""SUCK"",""SUN"",""SWEEP"",""TAIL"",""THORN"",""THREE"",""TIE"",""TOMORROW"",""TONGUE"",""TOOTH"",""TREE"",""TWENTY"",""URINE"",""VILLAGE"",""WATER"",""WET"",""WHITE"",""WIFE"",""WING"",""WOMAN"",""WOOD"",""WRAPPER"",""YEAR"""
