concepts	languages	average coverage	varieties
200	29	0.82	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou,Bozo_Korondougou_sud,Bozo_Korondougou_nord	!GUEST OR STRANGER,ANIMAL,ARMPIT,ARRIVE,ASH,BACK,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BIG,BIRD,BITE,BLACKSMITH,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BUILD,BURN (SOMETHING),BURY,BUY,CARVE,CAT,CHEEK,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COME BACK,COTTON,COUNTRY,COW,CRY,DEW,DIE,DIG,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EMPTY,EYE,FALL,FAR,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FIREWOOD,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOT OR LEG,FOREHEAD,FORGIVE,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOAT,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,KNEEL,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,LUNG,MAIZE,MAN,MARROW,MAT,MEAT,MILK,MILLET,MOON,MOTHER,MOUSE,MOUTH,NAME,NEAR,NECK,NEW,NIGHT,NINE,NOSE,ONE,ONION,OPEN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PLACE (POSITION),PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHEEP,SHOE,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SONG,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,TESTICLES,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TOUCH,TREE,TWENTY,TWO,URINE,VILLAGE,WALL (OF HOUSE),WATER,WET,WHITE,WIFE,WIND,WING,WOMAN,WOOD,WRAPPER,YEAR
200	28	0.83	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou,Bozo_Korondougou_sud	!GUEST OR STRANGER,ANIMAL,ARMPIT,ARRIVE,ASH,BACK,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BIG,BIRD,BITE,BLACKSMITH,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BUILD,BURN (SOMETHING),BURY,BUY,CARVE,CAT,CHEEK,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COME BACK,COTTON,COUNTRY,COW,CRY,DEW,DIE,DIG,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EMPTY,EYE,FALL,FAR,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FIREWOOD,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOT OR LEG,FOREHEAD,FORGIVE,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOAT,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,KNEEL,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,LUNG,MAIZE,MAN,MARROW,MAT,MEAT,MILK,MILLET,MOON,MOTHER,MOUSE,MOUTH,NAME,NEAR,NECK,NEW,NIGHT,NINE,NOSE,ONE,ONION,OPEN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PLACE (POSITION),PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHEEP,SHOE,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SONG,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,TESTICLES,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TOUCH,TREE,TWENTY,TWO,URINE,VILLAGE,WALL (OF HOUSE),WATER,WET,WHITE,WIFE,WIND,WING,WOMAN,WOOD,WRAPPER,YEAR
200	27	0.85	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou	!GUEST OR STRANGER,ANIMAL,ARMPIT,ARRIVE,ASH,BACK,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BIG,BIRD,BITE,BLACKSMITH,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BUILD,BURN (SOMETHING),BURY,BUY,CARVE,CAT,CHEEK,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COME BACK,COTTON,COUNTRY,COW,CRY,DEW,DIE,DIG,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EMPTY,EYE,FALL,FAR,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FIREWOOD,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOT OR LEG,FOREHEAD,FORGIVE,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOAT,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,KNEEL,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,LUNG,MAIZE,MAN,MARROW,MAT,MEAT,MILK,MILLET,MOON,MOTHER,MOUSE,MOUTH,NAME,NEAR,NECK,NEW,NIGHT,NINE,NOSE,ONE,ONION,OPEN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PLACE (POSITION),PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHEEP,SHOE,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SONG,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,TESTICLES,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TOUCH,TREE,TWENTY,TWO,URINE,VILLAGE,WALL (OF HOUSE),WATER,WET,WHITE,WIFE,WIND,WING,WOMAN,WOOD,WRAPPER,YEAR
200	26	0.87	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke	!GUEST OR STRANGER,ANIMAL,ARMPIT,ARRIVE,ASH,BACK,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BIG,BIRD,BITE,BLACKSMITH,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BUILD,BURN (SOMETHING),BURY,BUY,CARVE,CAT,CHEEK,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COME BACK,COTTON,COUNTRY,COW,CRY,DEW,DIE,DIG,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EMPTY,EYE,FALL,FAR,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FIREWOOD,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOT OR LEG,FOREHEAD,FORGIVE,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOAT,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,KNEEL,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,LUNG,MAIZE,MAN,MARROW,MAT,MEAT,MILK,MILLET,MOON,MOTHER,MOUSE,MOUTH,NAME,NEAR,NECK,NEW,NIGHT,NINE,NOSE,ONE,ONION,OPEN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PLACE (POSITION),PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHEEP,SHOE,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SONG,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,TESTICLES,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TOUCH,TREE,TWENTY,TWO,URINE,VILLAGE,WALL (OF HOUSE),WATER,WET,WHITE,WIFE,WIND,WING,WOMAN,WOOD,WRAPPER,YEAR
200	25	0.89	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So	!GUEST OR STRANGER,ANIMAL,ARMPIT,ARRIVE,ASH,BACK,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BIG,BIRD,BITE,BLACKSMITH,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BUILD,BURN (SOMETHING),BURY,BUY,CARVE,CAT,CHEEK,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COME BACK,COTTON,COUNTRY,COW,CRY,DEW,DIE,DIG,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EMPTY,EYE,FALL,FAR,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FIREWOOD,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOT OR LEG,FOREHEAD,FORGIVE,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOAT,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,KNEEL,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,LUNG,MAIZE,MAN,MARROW,MAT,MEAT,MILK,MILLET,MOON,MOTHER,MOUSE,MOUTH,NAME,NEAR,NECK,NEW,NIGHT,NINE,NOSE,ONE,ONION,OPEN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PLACE (POSITION),PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHEEP,SHOE,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SONG,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,TESTICLES,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TOUCH,TREE,TWENTY,TWO,URINE,VILLAGE,WALL (OF HOUSE),WATER,WET,WHITE,WIFE,WIND,WING,WOMAN,WOOD,WRAPPER,YEAR
200	24	0.91	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara	!GUEST OR STRANGER,ANIMAL,ARMPIT,ARRIVE,ASH,BACK,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BIG,BIRD,BITE,BLACKSMITH,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BUILD,BURN (SOMETHING),BURY,BUY,CARVE,CAT,CHEEK,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COME BACK,COTTON,COUNTRY,COW,CRY,DEW,DIE,DIG,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EMPTY,EYE,FALL,FAR,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FIREWOOD,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOT OR LEG,FOREHEAD,FORGIVE,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOAT,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,KNEEL,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,LUNG,MAIZE,MAN,MARROW,MAT,MEAT,MILK,MILLET,MOON,MOTHER,MOUSE,MOUTH,NAME,NEAR,NECK,NEW,NIGHT,NINE,NOSE,ONE,ONION,OPEN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PLACE (POSITION),PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHEEP,SHOE,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SONG,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,TESTICLES,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TOUCH,TREE,TWENTY,TWO,URINE,VILLAGE,WALL (OF HOUSE),WATER,WET,WHITE,WIFE,WIND,WING,WOMAN,WOOD,WRAPPER,YEAR
200	23	0.93	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So	!GUEST OR STRANGER,ANIMAL,ARMPIT,ARRIVE,ASH,BACK,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BIG,BIRD,BITE,BLACKSMITH,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BUILD,BURN (SOMETHING),BURY,BUY,CARVE,CAT,CHEEK,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COME BACK,COTTON,COUNTRY,COW,CRY,DEW,DIE,DIG,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EMPTY,EYE,FALL,FAR,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FIREWOOD,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOT OR LEG,FOREHEAD,FORGIVE,FOUR,FRIEND,FULL,GIVE,GIVE BIRTH,GOAT,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,KILL,KNEE,KNEEL,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,LUNG,MAIZE,MAN,MARROW,MAT,MEAT,MILK,MILLET,MOON,MOTHER,MOUSE,MOUTH,NAME,NEAR,NECK,NEW,NIGHT,NINE,NOSE,ONE,ONION,OPEN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PLACE (POSITION),PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHEEP,SHOE,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SONG,SPEAR,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,TESTICLES,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TOUCH,TREE,TWENTY,TWO,URINE,VILLAGE,WALL (OF HOUSE),WATER,WET,WHITE,WIFE,WIND,WING,WOMAN,WOOD,WRAPPER,YEAR
225	29	0.80	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou,Bozo_Korondougou_sud,Bozo_Korondougou_nord	!GUEST OR STRANGER,AGE,ANIMAL,ANSWER,ARMPIT,ARRIVE,ASH,BACK,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BESIDE,BIG,BIRD,BITE,BITTER,BLACKSMITH,BLINK,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BUILD,BURN (SOMETHING),BURY,BUY,CALL,CARVE,CAT,CHEEK,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COME BACK,COTTON,COUNTRY,COW,CRY,DEW,DIE,DIG,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DRIP (FALL IN GLOBULES),DRY,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EMPTY,EYE,FACE,FALL,FAR,FAST,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FATHER,FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FIREWOOD,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOD,FOOT OR LEG,FOREHEAD,FORGET,FORGIVE,FOUR,FRIEND,FULL,GET,GIVE,GIVE BIRTH,GO,GO UP (ASCEND),GOAT,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,JAW,KILL,KNEE,KNEEL,KNIFE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,LUNG,MAIZE,MAN,MARKET,MARROW,MAT,MEAT,MILK,MILLET,MONEY,MOON,MOTHER,MOUSE,MOUTH,NAME,NEAR,NECK,NEW,NIGHT,NINE,NOBLE,NOSE,ONE,ONION,OPEN,ORPHAN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PLACE (POSITION),PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHEEP,SHOE,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SONG,SPEAR,SPIT,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,TESTICLES,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TOUCH,TREE,TWENTY,TWO,URINE,VILLAGE,WALL (OF HOUSE),WATER,WEEK,WET,WHITE,WIFE,WIND,WING,WOMAN,WOOD,WORK (LABOUR),WRAPPER,YEAR
225	28	0.82	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou,Bozo_Korondougou_sud	!GUEST OR STRANGER,AGE,ANIMAL,ANSWER,ARMPIT,ARRIVE,ASH,BACK,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BESIDE,BIG,BIRD,BITE,BITTER,BLACKSMITH,BLINK,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BUILD,BURN (SOMETHING),BURY,BUY,CALL,CARVE,CAT,CHEEK,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COME BACK,COTTON,COUNTRY,COW,CRY,DEW,DIE,DIG,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DRIP (FALL IN GLOBULES),DRY,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EMPTY,EYE,FACE,FALL,FAR,FAST,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FATHER,FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FIREWOOD,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOD,FOOT OR LEG,FOREHEAD,FORGET,FORGIVE,FOUR,FRIEND,FULL,GET,GIVE,GIVE BIRTH,GO,GO UP (ASCEND),GOAT,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,JAW,KILL,KNEE,KNEEL,KNIFE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,LUNG,MAIZE,MAN,MARKET,MARROW,MAT,MEAT,MILK,MILLET,MONEY,MOON,MOTHER,MOUSE,MOUTH,NAME,NEAR,NECK,NEW,NIGHT,NINE,NOBLE,NOSE,ONE,ONION,OPEN,ORPHAN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PLACE (POSITION),PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHEEP,SHOE,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SONG,SPEAR,SPIT,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,TESTICLES,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TOUCH,TREE,TWENTY,TWO,URINE,VILLAGE,WALL (OF HOUSE),WATER,WEEK,WET,WHITE,WIFE,WIND,WING,WOMAN,WOOD,WORK (LABOUR),WRAPPER,YEAR
225	27	0.84	Bangime,Nanga,Bankan_Tey,Toro_Tegu,Yanda_Dom,Yorno_So,Perge_Tegu,Mombo,Najamba,Tommo_So,Jamsay,Tiranige_Diga,Fulfulde,Togo_Kan,Tebul_Ure,Ben_Tey,Penange,Bunoge,Songhai_Senni,Dogul_Dom,Songhai_Kiini,Jenaama,Toro_So,Bambara,Donno_So,Soninke,Gourou	!GUEST OR STRANGER,AGE,ANIMAL,ANSWER,ARMPIT,ARRIVE,ASH,BACK,BAD,BARK,BEARD,BEAUTIFUL,BEGIN,BELLY,BESIDE,BIG,BIRD,BITE,BITTER,BLACKSMITH,BLINK,BLOOD,BODY,BONE,BREAST,BREATHE,BROOM,BUILD,BURN (SOMETHING),BURY,BUY,CALL,CARVE,CAT,CHEEK,CHEST,CHICKEN,CHIEFTAIN,CHILD,CHIN,CLOUD,COLD,COME,COME BACK,COTTON,COUNTRY,COW,CRY,DEW,DIE,DIG,DISEASE,DIVIDE,DOG,DONKEY,DOOR,DOVE,DRINK,DRIP (FALL IN GLOBULES),DRY,DUST,EAR,EAT,EGG,EIGHT,ELBOW,ELEPHANT,EMPTY,EYE,FACE,FALL,FAR,FAST,FAT (OBESE),FAT (ORGANIC SUBSTANCE),FATHER,FEAR (BE AFRAID),FIGHT,FIND,FINGER,FIRE,FIREWOOD,FISH,FIVE,FLOWER,FLY (INSECT),FLY (MOVE THROUGH AIR),FOAM,FOOD,FOOT OR LEG,FOREHEAD,FORGET,FORGIVE,FOUR,FRIEND,FULL,GET,GIVE,GIVE BIRTH,GO,GO UP (ASCEND),GOAT,GOOD,GRASS,HAIR,HEAD,HIDE (CONCEAL),HIP,HONEY,HORN (ANATOMY),HORSE,HOT,HUSBAND,IRON,JAW,KILL,KNEE,KNEEL,KNIFE,LAUGH,LEAF,LEFT,LIE DOWN,LION,LOOK,LOOK FOR,LOUSE,LUNG,MAIZE,MAN,MARKET,MARROW,MAT,MEAT,MILK,MILLET,MONEY,MOON,MOTHER,MOUSE,MOUTH,NAME,NEAR,NECK,NEW,NIGHT,NINE,NOBLE,NOSE,ONE,ONION,OPEN,ORPHAN,PATH OR ROAD,PERSON,PESTLE,PICK,PISS,PLACE (POSITION),PULL,PUSH,RAIN (PRECIPITATION),RED,ROOT,ROTTEN,RUN,SALT,SAND,SAY,SEE,SEND,SEVEN,SEW,SHARP,SHEEP,SHOE,SHORT,SHOW,SING,SIT,SIX,SKIN,SKY,SLAVE,SLEEP,SMOKE,SMOOTH,SNAKE,SONG,SPEAR,SPIT,STAR,STEAL,SUCK,SUN,SWEEP,TAIL,TEN,TESTICLES,THING,THORN,THREE,TIE,TOMORROW,TONGUE,TOOTH,TOUCH,TREE,TWENTY,TWO,URINE,VILLAGE,WALL (OF HOUSE),WATER,WEEK,WET,WHITE,WIFE,WIND,WING,WOMAN,WOOD,WORK (LABOUR),WRAPPER,YEAR
